item,xmlId,parentTag,description
1713,subsqRx4thCourseChemo,Tumor,"Codes for the type of chemotherapy given as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Chemotherapy, 1998 ROADS Manual, p. 228. "
1710,subsqRx4thCourseCodes,Tumor,"The name for a group of subfields that describe the fourth course or set of subsequent therapy. As of January 1, 2003, CoC no longer support Subsequent Therapy data items.Group names appear only in the data dictionary and Appendix E.Subfields         Subsq RX 4th Course Surg [1711]         Subsq RX 4th Course Rad [1712]         Subsq RX 4th Course Chemo [1713]         Subsq RX 4th Course Horm [1714]         Subsq RX 4th Course BRM [1715]         Subsq RX 4th Course Oth [1716]"
1700,subsqRx4thCourseDate,Tumor,"Date of initiation of the fourth course of treatment. Central registries currently collecting this data item should follow the 

1998 ROADS Manual coding instructions. See Chapter X for date format. Use SUBSQ RX 4THCRS DATE FLAG [1701] if there is no appropriate or known date for this item. "
1714,subsqRx4thCourseHorm,Tumor,"Codes for the type of hormonal therapy given as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Hormone Therapy, 1998 ROADS Manual, p. 238. "
1716,subsqRx4thCourseOth,Tumor,"Codes for the type of other treatment given as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Other Treatment, 1998 ROADS Manual, p. 246. "
1712,subsqRx4thCourseRad,Tumor,"Codes for the type of radiation given as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Radiation, 1998 ROADS Manual, p. 199. "
1711,subsqRx4thCourseSurg,Tumor,"Codes for the type of primary site surgery given as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Surgery of Primary Site, 1998 ROADS Manual, p. 187. "
1701,subsqRx4thcrsDateFlag,Tumor,"This flag explains why no appropriate value is in the field, Subsq RX 4th Course Date [1700]. "
1719,subsqRx4thRegLnRem,Tumor,"Codes for the number of regional lymph nodes removed as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Number of Regional Lymph Nodes Removed, 1998 ROADS Manual, p. 193. "
1717,subsqRx4thScopeLnSu,Tumor,"Codes for the type of surgery performed to remove regional lymph nodes as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Scope of Regional Lymph Node Surgery, 1998 ROADS Manual, p. 192. "
1718,subsqRx4thSurgOth,Tumor,"Codes for the type of surgery performed on tissue or organs other than the primary site and regional lymph nodes as part of the fourth course of treatment. Central registries currently collecting this data item should follow the 1998 ROADS Manual coding instructions. The codes are the same as those for Surgery of Other Regional Site(s), Distant Site(s) or Distant Lymph Node(s), 1998 ROADS Manual, p. 194. "
1735,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1733,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1730,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1720,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1734,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1736,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1732,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1731,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1739,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1737,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1738,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1741,subsqRxReconstructDel,Tumor,"Code for surgical procedure done to reconstruct, restore, or improve shape and appearance or function of body structures that are missing, defective, damaged, or misshapen by cancer or therapies. Reconstructive/restorative procedures are coded here when started after the first course of therapy. Central registries currently collecting this data item should follow the 


1998 ROADS Manual coding instructions. For reconstructive/restorative procedures started during the first course of therapy, see RX Summ--Reconstruct 1st [1330]. See also RX Summ--Surgery Type [1640]. "
764,summaryStage2018,Tumor,This item stores the directly assigned Summary Stage 2018. Effective for cases diagnosed 1/1/2018+. 
